update_date,division,role,type_options,count_dancer
2026-02-09,Newcomer,Follower,allowed,8125
2026-02-09,Newcomer,Follower,required,9552
2026-02-09,Newcomer,Leader,allowed,6149
2026-02-09,Newcomer,Leader,required,6149
2026-02-09,Novice,Follower,allowed,13623
2026-02-09,Novice,Follower,required,11959
2026-02-09,Novice,Leader,allowed,9396
2026-02-09,Novice,Leader,required,9044
2026-02-17,Advanced,Follower,allowed,1838
2026-02-17,Advanced,Follower,required,1536
2026-02-17,Advanced,Leader,allowed,1599
2026-02-17,Advanced,Leader,required,1333
2026-02-17,All-Star,Follower,allowed,507
2026-02-17,All-Star,Follower,required,550
2026-02-17,All-Star,Leader,allowed,474
2026-02-17,All-Star,Leader,required,523
2026-02-17,Champion,Follower,allowed,192
2026-02-17,Champion,Follower,required,93
2026-02-17,Champion,Leader,allowed,187
2026-02-17,Champion,Leader,required,88
2026-02-17,Intermediate,Follower,allowed,3760
2026-02-17,Intermediate,Follower,required,2534
2026-02-17,Intermediate,Leader,allowed,2962
2026-02-17,Intermediate,Leader,required,1988
2026-02-17,Newcomer,Follower,allowed,8127
2026-02-17,Newcomer,Follower,required,9555
2026-02-17,Newcomer,Leader,allowed,6158
2026-02-17,Newcomer,Leader,required,6158
2026-02-17,Novice,Follower,allowed,13626
2026-02-17,Novice,Follower,required,11968
2026-02-17,Novice,Leader,allowed,9408
2026-02-17,Novice,Leader,required,9056
2026-02-25,Advanced,Follower,allowed,1841
2026-02-25,Advanced,Follower,required,1537
2026-02-25,Advanced,Leader,allowed,1597
2026-02-25,Advanced,Leader,required,1334
2026-02-25,All-Star,Follower,allowed,508
2026-02-25,All-Star,Follower,required,551
2026-02-25,All-Star,Leader,allowed,477
2026-02-25,All-Star,Leader,required,526
2026-02-25,Champion,Follower,allowed,192
2026-02-25,Champion,Follower,required,93
2026-02-25,Champion,Leader,allowed,187
2026-02-25,Champion,Leader,required,88
2026-02-25,Intermediate,Follower,allowed,3768
2026-02-25,Intermediate,Follower,required,2540
2026-02-25,Intermediate,Leader,allowed,2969
2026-02-25,Intermediate,Leader,required,1995
2026-02-25,Newcomer,Follower,allowed,8145
2026-02-25,Newcomer,Follower,required,9574
2026-02-25,Newcomer,Leader,allowed,6174
2026-02-25,Newcomer,Leader,required,6174
2026-02-25,Novice,Follower,allowed,13654
2026-02-25,Novice,Follower,required,11997
2026-02-25,Novice,Leader,allowed,9440
2026-02-25,Novice,Leader,required,9080
2026-03-06,Advanced,Follower,allowed,1844
2026-03-06,Advanced,Follower,required,1540
2026-03-06,Advanced,Leader,allowed,1600
2026-03-06,Advanced,Leader,required,1338
2026-03-06,All-Star,Follower,allowed,510
2026-03-06,All-Star,Follower,required,551
2026-03-06,All-Star,Leader,allowed,478
2026-03-06,All-Star,Leader,required,526
2026-03-06,Champion,Follower,allowed,192
2026-03-06,Champion,Follower,required,93
2026-03-06,Champion,Leader,allowed,187
2026-03-06,Champion,Leader,required,88
2026-03-06,Intermediate,Follower,allowed,3772
2026-03-06,Intermediate,Follower,required,2545
2026-03-06,Intermediate,Leader,allowed,2969
2026-03-06,Intermediate,Leader,required,1994
2026-03-06,Newcomer,Follower,allowed,8153
2026-03-06,Newcomer,Follower,required,9582
2026-03-06,Newcomer,Leader,allowed,6183
2026-03-06,Newcomer,Leader,required,6183
2026-03-06,Novice,Follower,allowed,13667
2026-03-06,Novice,Follower,required,12013
2026-03-06,Novice,Leader,allowed,9450
2026-03-06,Novice,Leader,required,9088
2026-03-11,Advanced,Follower,allowed,1845
2026-03-11,Advanced,Follower,required,1542
2026-03-11,Advanced,Leader,allowed,1601
2026-03-11,Advanced,Leader,required,1339
2026-03-11,All-Star,Follower,allowed,512
2026-03-11,All-Star,Follower,required,552
2026-03-11,All-Star,Leader,allowed,479
2026-03-11,All-Star,Leader,required,525
2026-03-11,Champion,Follower,allowed,193
2026-03-11,Champion,Follower,required,93
2026-03-11,Champion,Leader,allowed,188
2026-03-11,Champion,Leader,required,89
2026-03-11,Intermediate,Follower,allowed,3782
2026-03-11,Intermediate,Follower,required,2553
2026-03-11,Intermediate,Leader,allowed,2973
2026-03-11,Intermediate,Leader,required,1996
2026-03-11,Newcomer,Follower,allowed,8166
2026-03-11,Newcomer,Follower,required,9597
2026-03-11,Newcomer,Leader,allowed,6193
2026-03-11,Newcomer,Leader,required,6193
2026-03-11,Novice,Follower,allowed,13685
2026-03-11,Novice,Follower,required,12034
2026-03-11,Novice,Leader,allowed,9461
2026-03-11,Novice,Leader,required,9103
2026-03-18,Advanced,Follower,allowed,1851
2026-03-18,Advanced,Follower,required,1545
2026-03-18,Advanced,Leader,allowed,1606
2026-03-18,Advanced,Leader,required,1340
2026-03-18,All-Star,Follower,allowed,514
2026-03-18,All-Star,Follower,required,552
2026-03-18,All-Star,Leader,allowed,480
2026-03-18,All-Star,Leader,required,524
2026-03-18,Champion,Follower,allowed,194
2026-03-18,Champion,Follower,required,94
2026-03-18,Champion,Leader,allowed,188
2026-03-18,Champion,Leader,required,90
2026-03-18,Intermediate,Follower,allowed,3794
2026-03-18,Intermediate,Follower,required,2555
2026-03-18,Intermediate,Leader,allowed,2974
2026-03-18,Intermediate,Leader,required,1999
2026-03-18,Newcomer,Follower,allowed,8190
2026-03-18,Newcomer,Follower,required,9632
2026-03-18,Newcomer,Leader,allowed,6205
2026-03-18,Newcomer,Leader,required,6205
2026-03-18,Novice,Follower,allowed,13723
2026-03-18,Novice,Follower,required,12073
2026-03-18,Novice,Leader,allowed,9478
2026-03-18,Novice,Leader,required,9121
2026-03-23,Advanced,Follower,allowed,1851
2026-03-23,Advanced,Follower,required,1546
2026-03-23,Advanced,Leader,allowed,1607
2026-03-23,Advanced,Leader,required,1343
2026-03-23,All-Star,Follower,allowed,516
2026-03-23,All-Star,Follower,required,554
2026-03-23,All-Star,Leader,allowed,480
2026-03-23,All-Star,Leader,required,524
2026-03-23,Champion,Follower,allowed,194
2026-03-23,Champion,Follower,required,94
2026-03-23,Champion,Leader,allowed,188
2026-03-23,Champion,Leader,required,90
2026-03-23,Intermediate,Follower,allowed,3804
2026-03-23,Intermediate,Follower,required,2554
2026-03-23,Intermediate,Leader,allowed,2982
2026-03-23,Intermediate,Leader,required,1999
2026-03-23,Newcomer,Follower,allowed,8202
2026-03-23,Newcomer,Follower,required,9644
2026-03-23,Newcomer,Leader,allowed,6215
2026-03-23,Newcomer,Leader,required,6215
2026-03-23,Novice,Follower,allowed,13738
2026-03-23,Novice,Follower,required,12095
2026-03-23,Novice,Leader,allowed,9491
2026-03-23,Novice,Leader,required,9137
2026-04-03,Advanced,Follower,allowed,1855
2026-04-03,Advanced,Follower,required,1548
2026-04-03,Advanced,Leader,allowed,1605
2026-04-03,Advanced,Leader,required,1348
2026-04-03,All-Star,Follower,allowed,516
2026-04-03,All-Star,Follower,required,556
2026-04-03,All-Star,Leader,allowed,486
2026-04-03,All-Star,Leader,required,524
2026-04-03,Champion,Follower,allowed,194
2026-04-03,Champion,Follower,required,94
2026-04-03,Champion,Leader,allowed,188
2026-04-03,Champion,Leader,required,90
2026-04-03,Intermediate,Follower,allowed,3814
2026-04-03,Intermediate,Follower,required,2554
2026-04-03,Intermediate,Leader,allowed,2992
2026-04-03,Intermediate,Leader,required,2006
2026-04-03,Newcomer,Follower,allowed,8222
2026-04-03,Newcomer,Follower,required,9666
2026-04-03,Newcomer,Leader,allowed,6229
2026-04-03,Newcomer,Leader,required,6229
2026-04-03,Novice,Follower,allowed,13766
2026-04-03,Novice,Follower,required,12125
2026-04-03,Novice,Leader,allowed,9507
2026-04-03,Novice,Leader,required,9156
2026-04-07,Advanced,Follower,allowed,1857
2026-04-07,Advanced,Follower,required,1550
2026-04-07,Advanced,Leader,allowed,1608
2026-04-07,Advanced,Leader,required,1350
2026-04-07,All-Star,Follower,allowed,517
2026-04-07,All-Star,Follower,required,556
2026-04-07,All-Star,Leader,allowed,487
2026-04-07,All-Star,Leader,required,526
2026-04-07,Champion,Follower,allowed,194
2026-04-07,Champion,Follower,required,94
2026-04-07,Champion,Leader,allowed,189
2026-04-07,Champion,Leader,required,90
2026-04-07,Intermediate,Follower,allowed,3817
2026-04-07,Intermediate,Follower,required,2557
2026-04-07,Intermediate,Leader,allowed,2995
2026-04-07,Intermediate,Leader,required,2008
2026-04-07,Newcomer,Follower,allowed,8228
2026-04-07,Newcomer,Follower,required,9670
2026-04-07,Newcomer,Leader,allowed,6232
2026-04-07,Newcomer,Leader,required,6232
2026-04-07,Novice,Follower,allowed,13779
2026-04-07,Novice,Follower,required,12139
2026-04-07,Novice,Leader,allowed,9514
2026-04-07,Novice,Leader,required,9164
2026-04-15,Advanced,Follower,allowed,1861
2026-04-15,Advanced,Follower,required,1554
2026-04-15,Advanced,Leader,allowed,1610
2026-04-15,Advanced,Leader,required,1354
2026-04-15,All-Star,Follower,allowed,517
2026-04-15,All-Star,Follower,required,556
2026-04-15,All-Star,Leader,allowed,487
2026-04-15,All-Star,Leader,required,527
2026-04-15,Champion,Follower,allowed,195
2026-04-15,Champion,Follower,required,94
2026-04-15,Champion,Leader,allowed,190
2026-04-15,Champion,Leader,required,90
2026-04-15,Intermediate,Follower,allowed,3829
2026-04-15,Intermediate,Follower,required,2565
2026-04-15,Intermediate,Leader,allowed,3001
2026-04-15,Intermediate,Leader,required,2014
2026-04-15,Newcomer,Follower,allowed,8258
2026-04-15,Newcomer,Follower,required,9699
2026-04-15,Newcomer,Leader,allowed,6258
2026-04-15,Newcomer,Leader,required,6258
2026-04-15,Novice,Follower,allowed,13822
2026-04-15,Novice,Follower,required,12187
2026-04-15,Novice,Leader,allowed,9549
2026-04-15,Novice,Leader,required,9194
2026-04-21,Advanced,Follower,allowed,1863
2026-04-21,Advanced,Follower,required,1554
2026-04-21,Advanced,Leader,allowed,1612
2026-04-21,Advanced,Leader,required,1355
2026-04-21,All-Star,Follower,allowed,517
2026-04-21,All-Star,Follower,required,557
2026-04-21,All-Star,Leader,allowed,488
2026-04-21,All-Star,Leader,required,527
2026-04-21,Champion,Follower,allowed,195
2026-04-21,Champion,Follower,required,94
2026-04-21,Champion,Leader,allowed,190
2026-04-21,Champion,Leader,required,90
2026-04-21,Intermediate,Follower,allowed,3829
2026-04-21,Intermediate,Follower,required,2566
2026-04-21,Intermediate,Leader,allowed,3003
2026-04-21,Intermediate,Leader,required,2022
2026-04-21,Newcomer,Follower,allowed,8272
2026-04-21,Newcomer,Follower,required,9714
2026-04-21,Newcomer,Leader,allowed,6264
2026-04-21,Newcomer,Leader,required,6264
2026-04-21,Novice,Follower,allowed,13847
2026-04-21,Novice,Follower,required,12209
2026-04-21,Novice,Leader,allowed,9562
2026-04-21,Novice,Leader,required,9203
2026-04-28,Advanced,Follower,allowed,1865
2026-04-28,Advanced,Follower,required,1558
2026-04-28,Advanced,Leader,allowed,1615
2026-04-28,Advanced,Leader,required,1355
2026-04-28,All-Star,Follower,allowed,520
2026-04-28,All-Star,Follower,required,560
2026-04-28,All-Star,Leader,allowed,488
2026-04-28,All-Star,Leader,required,529
2026-04-28,Champion,Follower,allowed,196
2026-04-28,Champion,Follower,required,94
2026-04-28,Champion,Leader,allowed,190
2026-04-28,Champion,Leader,required,90
2026-04-28,Intermediate,Follower,allowed,3840
2026-04-28,Intermediate,Follower,required,2573
2026-04-28,Intermediate,Leader,allowed,3013
2026-04-28,Intermediate,Leader,required,2023
2026-04-28,Newcomer,Follower,allowed,8296
2026-04-28,Newcomer,Follower,required,9737
2026-04-28,Newcomer,Leader,allowed,6278
2026-04-28,Newcomer,Leader,required,6278
2026-04-28,Novice,Follower,allowed,13888
2026-04-28,Novice,Follower,required,12252
2026-04-28,Novice,Leader,allowed,9580
2026-04-28,Novice,Leader,required,9227
2026-05-05,Advanced,Follower,allowed,1869
2026-05-05,Advanced,Follower,required,1557
2026-05-05,Advanced,Leader,allowed,1618
2026-05-05,Advanced,Leader,required,1354
2026-05-05,All-Star,Follower,allowed,521
2026-05-05,All-Star,Follower,required,562
2026-05-05,All-Star,Leader,allowed,489
2026-05-05,All-Star,Leader,required,530
2026-05-05,Champion,Follower,allowed,196
2026-05-05,Champion,Follower,required,94
2026-05-05,Champion,Leader,allowed,190
2026-05-05,Champion,Leader,required,90
2026-05-05,Intermediate,Follower,allowed,3848
2026-05-05,Intermediate,Follower,required,2578
2026-05-05,Intermediate,Leader,allowed,3014
2026-05-05,Intermediate,Leader,required,2027
2026-05-05,Newcomer,Follower,allowed,8317
2026-05-05,Newcomer,Follower,required,9756
2026-05-05,Newcomer,Leader,allowed,6292
2026-05-05,Newcomer,Leader,required,6292
2026-05-05,Novice,Follower,allowed,13917
2026-05-05,Novice,Follower,required,12288
2026-05-05,Novice,Leader,allowed,9597
2026-05-05,Novice,Leader,required,9245
2026-05-14,Advanced,Follower,allowed,1873
2026-05-14,Advanced,Follower,required,1558
2026-05-14,Advanced,Leader,allowed,1620
2026-05-14,Advanced,Leader,required,1355
2026-05-14,All-Star,Follower,allowed,521
2026-05-14,All-Star,Follower,required,563
2026-05-14,All-Star,Leader,allowed,490
2026-05-14,All-Star,Leader,required,532
2026-05-14,Champion,Follower,allowed,196
2026-05-14,Champion,Follower,required,94
2026-05-14,Champion,Leader,allowed,190
2026-05-14,Champion,Leader,required,90
2026-05-14,Intermediate,Follower,allowed,3851
2026-05-14,Intermediate,Follower,required,2580
2026-05-14,Intermediate,Leader,allowed,3019
2026-05-14,Intermediate,Leader,required,2028
2026-05-14,Newcomer,Follower,allowed,8335
2026-05-14,Newcomer,Follower,required,9774
2026-05-14,Newcomer,Leader,allowed,6308
2026-05-14,Newcomer,Leader,required,6308
2026-05-14,Novice,Follower,allowed,13937
2026-05-14,Novice,Follower,required,12308
2026-05-14,Novice,Leader,allowed,9622
2026-05-14,Novice,Leader,required,9270
2026-05-22,Advanced,Follower,allowed,1876
2026-05-22,Advanced,Follower,required,1559
2026-05-22,Advanced,Leader,allowed,1623
2026-05-22,Advanced,Leader,required,1355
2026-05-22,All-Star,Follower,allowed,525
2026-05-22,All-Star,Follower,required,565
2026-05-22,All-Star,Leader,allowed,491
2026-05-22,All-Star,Leader,required,533
2026-05-22,Champion,Follower,allowed,196
2026-05-22,Champion,Follower,required,95
2026-05-22,Champion,Leader,allowed,190
2026-05-22,Champion,Leader,required,90
2026-05-22,Intermediate,Follower,allowed,3855
2026-05-22,Intermediate,Follower,required,2588
2026-05-22,Intermediate,Leader,allowed,3028
2026-05-22,Intermediate,Leader,required,2040
2026-05-22,Newcomer,Follower,allowed,8342
2026-05-22,Newcomer,Follower,required,9780
2026-05-22,Newcomer,Leader,allowed,6317
2026-05-22,Newcomer,Leader,required,6317
2026-05-22,Novice,Follower,allowed,13951
2026-05-22,Novice,Follower,required,12321
2026-05-22,Novice,Leader,allowed,9643
2026-05-22,Novice,Leader,required,9291
2026-05-27,Advanced,Follower,allowed,1878
2026-05-27,Advanced,Follower,required,1559
2026-05-27,Advanced,Leader,allowed,1622
2026-05-27,Advanced,Leader,required,1356
2026-05-27,All-Star,Follower,allowed,526
2026-05-27,All-Star,Follower,required,568
2026-05-27,All-Star,Leader,allowed,491
2026-05-27,All-Star,Leader,required,533
2026-05-27,Champion,Follower,allowed,196
2026-05-27,Champion,Follower,required,95
2026-05-27,Champion,Leader,allowed,190
2026-05-27,Champion,Leader,required,90
2026-05-27,Intermediate,Follower,allowed,3861
2026-05-27,Intermediate,Follower,required,2587
2026-05-27,Intermediate,Leader,allowed,3034
2026-05-27,Intermediate,Leader,required,2044
2026-05-27,Newcomer,Follower,allowed,8347
2026-05-27,Newcomer,Follower,required,9785
2026-05-27,Newcomer,Leader,allowed,6319
2026-05-27,Newcomer,Leader,required,6319
2026-05-27,Novice,Follower,allowed,13961
2026-05-27,Novice,Follower,required,12337
2026-05-27,Novice,Leader,allowed,9654
2026-05-27,Novice,Leader,required,9300
2026-06-03,Advanced,Follower,allowed,1878
2026-06-03,Advanced,Follower,required,1562
2026-06-03,Advanced,Leader,allowed,1624
2026-06-03,Advanced,Leader,required,1356
2026-06-03,All-Star,Follower,allowed,527
2026-06-03,All-Star,Follower,required,568
2026-06-03,All-Star,Leader,allowed,491
2026-06-03,All-Star,Leader,required,533
2026-06-03,Champion,Follower,allowed,196
2026-06-03,Champion,Follower,required,95
2026-06-03,Champion,Leader,allowed,190
2026-06-03,Champion,Leader,required,90
2026-06-03,Intermediate,Follower,allowed,3864
2026-06-03,Intermediate,Follower,required,2587
2026-06-03,Intermediate,Leader,allowed,3034
2026-06-03,Intermediate,Leader,required,2046
2026-06-03,Newcomer,Follower,allowed,8357
2026-06-03,Newcomer,Follower,required,9794
2026-06-03,Newcomer,Leader,allowed,6323
2026-06-03,Newcomer,Leader,required,6323
2026-06-03,Novice,Follower,allowed,13976
2026-06-03,Novice,Follower,required,12352
2026-06-03,Novice,Leader,allowed,9663
2026-06-03,Novice,Leader,required,9309
2026-06-10,Advanced,Follower,allowed,1879
2026-06-10,Advanced,Follower,required,1563
2026-06-10,Advanced,Leader,allowed,1624
2026-06-10,Advanced,Leader,required,1356
2026-06-10,All-Star,Follower,allowed,529
2026-06-10,All-Star,Follower,required,568
2026-06-10,All-Star,Leader,allowed,492
2026-06-10,All-Star,Leader,required,533
2026-06-10,Champion,Follower,allowed,197
2026-06-10,Champion,Follower,required,96
2026-06-10,Champion,Leader,allowed,190
2026-06-10,Champion,Leader,required,90
2026-06-10,Intermediate,Follower,allowed,3871
2026-06-10,Intermediate,Follower,required,2593
2026-06-10,Intermediate,Leader,allowed,3039
2026-06-10,Intermediate,Leader,required,2048
2026-06-10,Newcomer,Follower,allowed,8359
2026-06-10,Newcomer,Follower,required,9795
2026-06-10,Newcomer,Leader,allowed,6321
2026-06-10,Newcomer,Leader,required,6321
2026-06-10,Novice,Follower,allowed,13977
2026-06-10,Novice,Follower,required,12360
2026-06-10,Novice,Leader,allowed,9663
2026-06-10,Novice,Leader,required,9314
2026-06-17,Advanced,Follower,allowed,1880
2026-06-17,Advanced,Follower,required,1564
2026-06-17,Advanced,Leader,allowed,1625
2026-06-17,Advanced,Leader,required,1356
2026-06-17,All-Star,Follower,allowed,529
2026-06-17,All-Star,Follower,required,568
2026-06-17,All-Star,Leader,allowed,492
2026-06-17,All-Star,Leader,required,532
2026-06-17,Champion,Follower,allowed,197
2026-06-17,Champion,Follower,required,96
2026-06-17,Champion,Leader,allowed,190
2026-06-17,Champion,Leader,required,91
2026-06-17,Intermediate,Follower,allowed,3873
2026-06-17,Intermediate,Follower,required,2594
2026-06-17,Intermediate,Leader,allowed,3041
2026-06-17,Intermediate,Leader,required,2049
2026-06-17,Newcomer,Follower,allowed,8368
2026-06-17,Newcomer,Follower,required,9804
2026-06-17,Newcomer,Leader,allowed,6328
2026-06-17,Newcomer,Leader,required,6328
2026-06-17,Novice,Follower,allowed,13986
2026-06-17,Novice,Follower,required,12369
2026-06-17,Novice,Leader,allowed,9672
2026-06-17,Novice,Leader,required,9323
2026-06-23,Advanced,Follower,allowed,1883
2026-06-23,Advanced,Follower,required,1565
2026-06-23,Advanced,Leader,allowed,1627
2026-06-23,Advanced,Leader,required,1359
2026-06-23,All-Star,Follower,allowed,529
2026-06-23,All-Star,Follower,required,569
2026-06-23,All-Star,Leader,allowed,492
2026-06-23,All-Star,Leader,required,532
2026-06-23,Champion,Follower,allowed,197
2026-06-23,Champion,Follower,required,96
2026-06-23,Champion,Leader,allowed,190
2026-06-23,Champion,Leader,required,91
2026-06-23,Intermediate,Follower,allowed,3879
2026-06-23,Intermediate,Follower,required,2599
2026-06-23,Intermediate,Leader,allowed,3045
2026-06-23,Intermediate,Leader,required,2049
2026-06-23,Newcomer,Follower,allowed,8381
2026-06-23,Newcomer,Follower,required,9817
2026-06-23,Newcomer,Leader,allowed,6330
2026-06-23,Newcomer,Leader,required,6330
2026-06-23,Novice,Follower,allowed,14011
2026-06-23,Novice,Follower,required,12395
2026-06-23,Novice,Leader,allowed,9680
2026-06-23,Novice,Leader,required,9332
2026-06-28,Advanced,Follower,allowed,1853
2026-06-28,Advanced,Follower,required,1540
2026-06-28,Advanced,Leader,allowed,1648
2026-06-28,Advanced,Leader,required,1377
2026-06-28,All-Star,Follower,allowed,526
2026-06-28,All-Star,Follower,required,566
2026-06-28,All-Star,Leader,allowed,494
2026-06-28,All-Star,Leader,required,534
2026-06-28,Champion,Follower,allowed,197
2026-06-28,Champion,Follower,required,96
2026-06-28,Champion,Leader,allowed,190
2026-06-28,Champion,Leader,required,91
2026-06-28,Intermediate,Follower,allowed,3807
2026-06-28,Intermediate,Follower,required,2547
2026-06-28,Intermediate,Leader,allowed,3102
2026-06-28,Intermediate,Leader,required,2084
2026-06-28,Newcomer,Follower,allowed,6330
2026-06-28,Newcomer,Follower,required,7768
2026-06-28,Newcomer,Leader,allowed,8381
2026-06-28,Newcomer,Leader,required,8381
2026-06-28,Novice,Follower,allowed,13391
2026-06-28,Novice,Follower,required,11916
2026-06-28,Novice,Leader,allowed,10291
2026-06-28,Novice,Leader,required,9800
2026-06-28,nan,Follower,allowed,1074
2026-06-28,nan,Follower,required,2745
2026-06-28,nan,Leader,allowed,3072
2026-06-28,nan,Leader,required,4911
