update_date,division,role,type,count_dancer
2026-01-06,Champion,Follower,allowed,191
2026-01-06,Champion,Follower,required,89
2026-01-06,Champion,Leader,allowed,186
2026-01-06,Champion,Leader,required,84
2026-01-06,Intermediate,Follower,allowed,3188
2026-01-06,Intermediate,Follower,required,2400
2026-01-06,Intermediate,Leader,allowed,2466
2026-01-06,Intermediate,Leader,required,1899
2026-01-06,Newcomer,Follower,required,1425
2026-01-06,Novice,Follower,allowed,9871
2026-01-06,Novice,Follower,required,9502
2026-01-06,Novice,Leader,allowed,6265
2026-01-06,Novice,Leader,required,7067
2026-01-09,Advanced,Follower,allowed,1624
2026-01-09,Advanced,Follower,required,1413
2026-01-09,Advanced,Leader,allowed,1407
2026-01-09,Advanced,Leader,required,1223
2026-01-09,All-Star,Follower,allowed,499
2026-01-09,All-Star,Follower,required,547
2026-01-09,All-Star,Leader,allowed,467
2026-01-09,All-Star,Leader,required,520
2026-01-09,Champion,Follower,allowed,191
2026-01-09,Champion,Follower,required,89
2026-01-09,Champion,Leader,allowed,186
2026-01-09,Champion,Leader,required,84
2026-01-09,Intermediate,Follower,allowed,3194
2026-01-09,Intermediate,Follower,required,2399
2026-01-09,Intermediate,Leader,allowed,2469
2026-01-09,Intermediate,Leader,required,1899
2026-01-09,Newcomer,Follower,required,1427
2026-01-09,Novice,Follower,allowed,9881
2026-01-09,Novice,Follower,required,9514
2026-01-09,Novice,Leader,allowed,6276
2026-01-09,Novice,Leader,required,7079
2026-01-13,Advanced,Follower,allowed,1624
2026-01-13,Advanced,Follower,required,1413
2026-01-13,Advanced,Leader,allowed,1406
2026-01-13,Advanced,Leader,required,1223
2026-01-13,All-Star,Follower,allowed,500
2026-01-13,All-Star,Follower,required,547
2026-01-13,All-Star,Leader,allowed,469
2026-01-13,All-Star,Leader,required,520
2026-01-13,Champion,Follower,allowed,191
2026-01-13,Champion,Follower,required,89
2026-01-13,Champion,Leader,allowed,186
2026-01-13,Champion,Leader,required,84
2026-01-13,Intermediate,Follower,allowed,3195
2026-01-13,Intermediate,Follower,required,2402
2026-01-13,Intermediate,Leader,allowed,2473
2026-01-13,Intermediate,Leader,required,1907
2026-01-13,Newcomer,Follower,required,1427
2026-01-13,Novice,Follower,allowed,9890
2026-01-13,Novice,Follower,required,9522
2026-01-13,Novice,Leader,allowed,6279
2026-01-13,Novice,Leader,required,7079
2026-01-21,Advanced,Follower,allowed,1625
2026-01-21,Advanced,Follower,required,1414
2026-01-21,Advanced,Leader,allowed,1406
2026-01-21,Advanced,Leader,required,1222
2026-01-21,All-Star,Follower,allowed,501
2026-01-21,All-Star,Follower,required,546
2026-01-21,All-Star,Leader,allowed,469
2026-01-21,All-Star,Leader,required,517
2026-01-21,Champion,Follower,allowed,191
2026-01-21,Champion,Follower,required,92
2026-01-21,Champion,Leader,allowed,187
2026-01-21,Champion,Leader,required,88
2026-01-21,Intermediate,Follower,allowed,3200
2026-01-21,Intermediate,Follower,required,2409
2026-01-21,Intermediate,Leader,allowed,2475
2026-01-21,Intermediate,Leader,required,1912
2026-01-21,Newcomer,Follower,required,1427
2026-01-21,Novice,Follower,allowed,9901
2026-01-21,Novice,Follower,required,9530
2026-01-21,Novice,Leader,allowed,6299
2026-01-21,Novice,Leader,required,7097
2026-01-26,Advanced,Follower,allowed,1628
2026-01-26,Advanced,Follower,required,1418
2026-01-26,Advanced,Leader,allowed,1408
2026-01-26,Advanced,Leader,required,1223
2026-01-26,All-Star,Follower,allowed,500
2026-01-26,All-Star,Follower,required,548
2026-01-26,All-Star,Leader,allowed,470
2026-01-26,All-Star,Leader,required,518
2026-01-26,Champion,Follower,allowed,192
2026-01-26,Champion,Follower,required,92
2026-01-26,Champion,Leader,allowed,187
2026-01-26,Champion,Leader,required,88
2026-01-26,Intermediate,Follower,allowed,3208
2026-01-26,Intermediate,Follower,required,2412
2026-01-26,Intermediate,Leader,allowed,2479
2026-01-26,Intermediate,Leader,required,1917
2026-01-26,Newcomer,Follower,required,1428
2026-01-26,Novice,Follower,allowed,9921
2026-01-26,Novice,Follower,required,9551
2026-01-26,Novice,Leader,allowed,6320
2026-01-26,Novice,Leader,required,7118
2026-02-03,Advanced,Follower,allowed,1628
2026-02-03,Advanced,Follower,required,1418
2026-02-03,Advanced,Leader,allowed,1409
2026-02-03,Advanced,Leader,required,1224
2026-02-03,All-Star,Follower,allowed,501
2026-02-03,All-Star,Follower,required,548
2026-02-03,All-Star,Leader,allowed,470
2026-02-03,All-Star,Leader,required,518
2026-02-03,Champion,Follower,allowed,192
2026-02-03,Champion,Follower,required,92
2026-02-03,Champion,Leader,allowed,187
2026-02-03,Champion,Leader,required,88
2026-02-03,Intermediate,Follower,allowed,3210
2026-02-03,Intermediate,Follower,required,2414
2026-02-03,Intermediate,Leader,allowed,2479
2026-02-03,Intermediate,Leader,required,1918
2026-02-03,Newcomer,Follower,required,1428
2026-02-03,Novice,Follower,allowed,9929
2026-02-03,Novice,Follower,required,9560
2026-02-03,Novice,Leader,allowed,6325
2026-02-03,Novice,Leader,required,7122
2026-02-09,Advanced,Follower,allowed,1630
2026-02-09,Advanced,Follower,required,1420
2026-02-09,Advanced,Leader,allowed,1412
2026-02-09,Advanced,Leader,required,1230
2026-02-09,All-Star,Follower,allowed,502
2026-02-09,All-Star,Follower,required,549
2026-02-09,All-Star,Leader,allowed,470
2026-02-09,All-Star,Leader,required,518
2026-02-09,Champion,Follower,allowed,192
2026-02-09,Champion,Follower,required,92
2026-02-09,Champion,Leader,allowed,187
2026-02-09,Champion,Leader,required,88
2026-02-09,Intermediate,Follower,allowed,3214
2026-02-09,Intermediate,Follower,required,2417
2026-02-09,Intermediate,Leader,allowed,2481
2026-02-09,Intermediate,Leader,required,1917
2026-02-09,Newcomer,Follower,required,1427
2026-02-09,Novice,Follower,allowed,9950
2026-02-09,Novice,Follower,required,9583
2026-02-09,Novice,Leader,allowed,6339
2026-02-09,Novice,Leader,required,7136
2026-02-17,Advanced,Follower,allowed,1632
2026-02-17,Advanced,Follower,required,1421
2026-02-17,Advanced,Leader,allowed,1414
2026-02-17,Advanced,Leader,required,1232
2026-02-17,All-Star,Follower,allowed,505
2026-02-17,All-Star,Follower,required,548
2026-02-17,All-Star,Leader,allowed,470
2026-02-17,All-Star,Leader,required,519
2026-02-17,Champion,Follower,allowed,192
2026-02-17,Champion,Follower,required,93
2026-02-17,Champion,Leader,allowed,187
2026-02-17,Champion,Leader,required,88
2026-02-17,Intermediate,Follower,allowed,3218
2026-02-17,Intermediate,Follower,required,2419
2026-02-17,Intermediate,Leader,allowed,2483
2026-02-17,Intermediate,Leader,required,1915
2026-02-17,Newcomer,Follower,required,1428
2026-02-17,Novice,Follower,allowed,9953
2026-02-17,Novice,Follower,required,9591
2026-02-17,Novice,Leader,allowed,6350
2026-02-17,Novice,Leader,required,7150
2026-02-25,Advanced,Follower,allowed,1635
2026-02-25,Advanced,Follower,required,1422
2026-02-25,Advanced,Leader,allowed,1412
2026-02-25,Advanced,Leader,required,1233
2026-02-25,All-Star,Follower,allowed,506
2026-02-25,All-Star,Follower,required,549
2026-02-25,All-Star,Leader,allowed,473
2026-02-25,All-Star,Leader,required,522
2026-02-25,Champion,Follower,allowed,192
2026-02-25,Champion,Follower,required,93
2026-02-25,Champion,Leader,allowed,187
2026-02-25,Champion,Leader,required,88
2026-02-25,Intermediate,Follower,allowed,3225
2026-02-25,Intermediate,Follower,required,2425
2026-02-25,Intermediate,Leader,allowed,2488
2026-02-25,Intermediate,Leader,required,1923
2026-02-25,Newcomer,Follower,required,1429
2026-02-25,Novice,Follower,allowed,9975
2026-02-25,Novice,Follower,required,9615
2026-02-25,Novice,Leader,allowed,6372
2026-02-25,Novice,Leader,required,7166
2026-03-06,Advanced,Follower,allowed,1637
2026-03-06,Advanced,Follower,required,1424
2026-03-06,Advanced,Leader,allowed,1415
2026-03-06,Advanced,Leader,required,1237
2026-03-06,All-Star,Follower,allowed,508
2026-03-06,All-Star,Follower,required,549
2026-03-06,All-Star,Leader,allowed,474
2026-03-06,All-Star,Leader,required,522
2026-03-06,Champion,Follower,allowed,192
2026-03-06,Champion,Follower,required,93
2026-03-06,Champion,Leader,allowed,187
2026-03-06,Champion,Leader,required,88
2026-03-06,Intermediate,Follower,allowed,3227
2026-03-06,Intermediate,Follower,required,2427
2026-03-06,Intermediate,Leader,allowed,2487
2026-03-06,Intermediate,Leader,required,1921
2026-03-06,Newcomer,Follower,required,1429
2026-03-06,Novice,Follower,allowed,9986
2026-03-06,Novice,Follower,required,9628
2026-03-06,Novice,Leader,allowed,6381
2026-03-06,Novice,Leader,required,7176
2026-03-11,Advanced,Follower,allowed,1637
2026-03-11,Advanced,Follower,required,1425
2026-03-11,Advanced,Leader,allowed,1415
2026-03-11,Advanced,Leader,required,1238
2026-03-11,All-Star,Follower,allowed,510
2026-03-11,All-Star,Follower,required,550
2026-03-11,All-Star,Leader,allowed,475
2026-03-11,All-Star,Leader,required,521
2026-03-11,Champion,Follower,allowed,193
2026-03-11,Champion,Follower,required,93
2026-03-11,Champion,Leader,allowed,188
2026-03-11,Champion,Leader,required,89
2026-03-11,Intermediate,Follower,allowed,3234
2026-03-11,Intermediate,Follower,required,2432
2026-03-11,Intermediate,Leader,allowed,2491
2026-03-11,Intermediate,Leader,required,1922
2026-03-11,Newcomer,Follower,required,1431
2026-03-11,Novice,Follower,allowed,10000
2026-03-11,Novice,Follower,required,9643
2026-03-11,Novice,Leader,allowed,6391
2026-03-11,Novice,Leader,required,7190
2026-03-18,Advanced,Follower,allowed,1642
2026-03-18,Advanced,Follower,required,1428
2026-03-18,Advanced,Leader,allowed,1420
2026-03-18,Advanced,Leader,required,1240
2026-03-18,All-Star,Follower,allowed,512
2026-03-18,All-Star,Follower,required,550
2026-03-18,All-Star,Leader,allowed,476
2026-03-18,All-Star,Leader,required,520
2026-03-18,Champion,Follower,allowed,194
2026-03-18,Champion,Follower,required,94
2026-03-18,Champion,Leader,allowed,188
2026-03-18,Champion,Leader,required,90
2026-03-18,Intermediate,Follower,allowed,3245
2026-03-18,Intermediate,Follower,required,2433
2026-03-18,Intermediate,Leader,allowed,2491
2026-03-18,Intermediate,Leader,required,1924
2026-03-18,Newcomer,Follower,required,1442
2026-03-18,Novice,Follower,allowed,10036
2026-03-18,Novice,Follower,required,9682
2026-03-18,Novice,Leader,allowed,6405
2026-03-18,Novice,Leader,required,7206
2026-03-23,Advanced,Follower,allowed,1642
2026-03-23,Advanced,Follower,required,1429
2026-03-23,Advanced,Leader,allowed,1421
2026-03-23,Advanced,Leader,required,1243
2026-03-23,All-Star,Follower,allowed,514
2026-03-23,All-Star,Follower,required,552
2026-03-23,All-Star,Leader,allowed,476
2026-03-23,All-Star,Leader,required,520
2026-03-23,Champion,Follower,allowed,194
2026-03-23,Champion,Follower,required,94
2026-03-23,Champion,Leader,allowed,188
2026-03-23,Champion,Leader,required,90
2026-03-23,Intermediate,Follower,allowed,3253
2026-03-23,Intermediate,Follower,required,2432
2026-03-23,Intermediate,Leader,allowed,2499
2026-03-23,Intermediate,Leader,required,1924
2026-03-23,Newcomer,Follower,required,1442
2026-03-23,Novice,Follower,allowed,10051
2026-03-23,Novice,Follower,required,9705
2026-03-23,Novice,Leader,allowed,6415
2026-03-23,Novice,Leader,required,7222
2026-04-03,Advanced,Follower,allowed,1647
2026-04-03,Advanced,Follower,required,1432
2026-04-03,Advanced,Leader,allowed,1419
2026-04-03,Advanced,Leader,required,1248
2026-04-03,All-Star,Follower,allowed,514
2026-04-03,All-Star,Follower,required,554
2026-04-03,All-Star,Leader,allowed,482
2026-04-03,All-Star,Leader,required,520
2026-04-03,Champion,Follower,allowed,194
2026-04-03,Champion,Follower,required,94
2026-04-03,Champion,Leader,allowed,188
2026-04-03,Champion,Leader,required,90
2026-04-03,Intermediate,Follower,allowed,3262
2026-04-03,Intermediate,Follower,required,2433
2026-04-03,Intermediate,Leader,allowed,2503
2026-04-03,Intermediate,Leader,required,1925
2026-04-03,Newcomer,Follower,required,1444
2026-04-03,Novice,Follower,allowed,10073
2026-04-03,Novice,Follower,required,9733
2026-04-03,Novice,Leader,allowed,6431
2026-04-03,Novice,Leader,required,7240
2026-04-07,Advanced,Follower,allowed,1649
2026-04-07,Advanced,Follower,required,1434
2026-04-07,Advanced,Leader,allowed,1421
2026-04-07,Advanced,Leader,required,1249
2026-04-07,All-Star,Follower,allowed,515
2026-04-07,All-Star,Follower,required,554
2026-04-07,All-Star,Leader,allowed,483
2026-04-07,All-Star,Leader,required,522
2026-04-07,Champion,Follower,allowed,194
2026-04-07,Champion,Follower,required,94
2026-04-07,Champion,Leader,allowed,189
2026-04-07,Champion,Leader,required,90
2026-04-07,Intermediate,Follower,allowed,3265
2026-04-07,Intermediate,Follower,required,2436
2026-04-07,Intermediate,Leader,allowed,2504
2026-04-07,Intermediate,Leader,required,1926
2026-04-07,Newcomer,Follower,required,1442
2026-04-07,Novice,Follower,allowed,10082
2026-04-07,Novice,Follower,required,9745
2026-04-07,Novice,Leader,allowed,6438
2026-04-07,Novice,Leader,required,7248
2026-04-15,Advanced,Follower,allowed,1652
2026-04-15,Advanced,Follower,required,1437
2026-04-15,Advanced,Leader,allowed,1422
2026-04-15,Advanced,Leader,required,1252
2026-04-15,All-Star,Follower,allowed,515
2026-04-15,All-Star,Follower,required,554
2026-04-15,All-Star,Leader,allowed,483
2026-04-15,All-Star,Leader,required,523
2026-04-15,Champion,Follower,allowed,195
2026-04-15,Champion,Follower,required,94
2026-04-15,Champion,Leader,allowed,190
2026-04-15,Champion,Leader,required,90
2026-04-15,Intermediate,Follower,allowed,3277
2026-04-15,Intermediate,Follower,required,2443
2026-04-15,Intermediate,Leader,allowed,2510
2026-04-15,Intermediate,Leader,required,1932
2026-04-15,Newcomer,Follower,required,1441
2026-04-15,Novice,Follower,allowed,10116
2026-04-15,Novice,Follower,required,9786
2026-04-15,Novice,Leader,allowed,6464
2026-04-15,Novice,Leader,required,7272
2026-04-21,Advanced,Follower,allowed,1562
2026-04-21,Advanced,Follower,allowed,1654
2026-04-21,Advanced,Follower,required,1365
2026-04-21,Advanced,Follower,required,1437
2026-04-21,Advanced,Leader,allowed,1354
2026-04-21,Advanced,Leader,allowed,1424
2026-04-21,Advanced,Leader,required,1197
2026-04-21,Advanced,Leader,required,1253
2026-04-21,All-Star,Follower,allowed,485
2026-04-21,All-Star,Follower,allowed,515
2026-04-21,All-Star,Follower,required,528
2026-04-21,All-Star,Follower,required,555
2026-04-21,All-Star,Leader,allowed,453
2026-04-21,All-Star,Leader,allowed,484
2026-04-21,All-Star,Leader,required,494
2026-04-21,All-Star,Leader,required,523
2026-04-21,Champion,Follower,allowed,195
2026-04-21,Champion,Follower,required,94
2026-04-21,Champion,Leader,allowed,183
2026-04-21,Champion,Leader,allowed,190
2026-04-21,Champion,Leader,required,87
2026-04-21,Champion,Leader,required,90
2026-04-21,Intermediate,Follower,allowed,3085
2026-04-21,Intermediate,Follower,allowed,3277
2026-04-21,Intermediate,Follower,required,2305
2026-04-21,Intermediate,Follower,required,2445
2026-04-21,Intermediate,Leader,allowed,2363
2026-04-21,Intermediate,Leader,allowed,2511
2026-04-21,Intermediate,Leader,required,1827
2026-04-21,Intermediate,Leader,required,1939
2026-04-21,Newcomer,Follower,required,1423
2026-04-21,Newcomer,Follower,required,1442
2026-04-21,Novice,Follower,allowed,9610
2026-04-21,Novice,Follower,allowed,10138
2026-04-21,Novice,Follower,required,9222
2026-04-21,Novice,Follower,required,9806
2026-04-21,Novice,Leader,allowed,6082
2026-04-21,Novice,Leader,allowed,6470
2026-04-21,Novice,Leader,required,6830
2026-04-21,Novice,Leader,required,7274
2026-04-28,Advanced,Follower,allowed,1654
2026-04-28,Advanced,Follower,required,1439
2026-04-28,Advanced,Leader,allowed,1427
2026-04-28,Advanced,Leader,required,1253
2026-04-28,All-Star,Follower,allowed,518
2026-04-28,All-Star,Follower,required,558
2026-04-28,All-Star,Leader,allowed,484
2026-04-28,All-Star,Leader,required,525
2026-04-28,Champion,Follower,allowed,196
2026-04-28,Champion,Follower,required,94
2026-04-28,Champion,Leader,allowed,190
2026-04-28,Champion,Leader,required,90
2026-04-28,Intermediate,Follower,allowed,3285
2026-04-28,Intermediate,Follower,required,2450
2026-04-28,Intermediate,Leader,allowed,2521
2026-04-28,Intermediate,Leader,required,1942
2026-04-28,Newcomer,Follower,required,1441
2026-04-28,Novice,Follower,allowed,10172
2026-04-28,Novice,Follower,required,9843
2026-04-28,Novice,Leader,allowed,6483
2026-04-28,Novice,Leader,required,7295
2026-05-05,Advanced,Follower,allowed,1658
2026-05-05,Advanced,Follower,required,1438
2026-05-05,Advanced,Leader,allowed,1430
2026-05-05,Advanced,Leader,required,1252
2026-05-05,All-Star,Follower,allowed,519
2026-05-05,All-Star,Follower,required,560
2026-05-05,All-Star,Leader,allowed,485
2026-05-05,All-Star,Leader,required,526
2026-05-05,Champion,Follower,allowed,196
2026-05-05,Champion,Follower,required,94
2026-05-05,Champion,Leader,allowed,190
2026-05-05,Champion,Leader,required,90
2026-05-05,Intermediate,Follower,allowed,3292
2026-05-05,Intermediate,Follower,required,2456
2026-05-05,Intermediate,Leader,allowed,2521
2026-05-05,Intermediate,Leader,required,1946
2026-05-05,Newcomer,Follower,required,1439
2026-05-05,Novice,Follower,allowed,10195
2026-05-05,Novice,Follower,required,9873
2026-05-05,Novice,Leader,allowed,6497
2026-05-05,Novice,Leader,required,7309
2026-05-14,Advanced,Follower,allowed,1662
2026-05-14,Advanced,Follower,required,1439
2026-05-14,Advanced,Leader,allowed,1432
2026-05-14,Advanced,Leader,required,1253
2026-05-14,All-Star,Follower,allowed,519
2026-05-14,All-Star,Follower,required,561
2026-05-14,All-Star,Leader,allowed,486
2026-05-14,All-Star,Leader,required,528
2026-05-14,Champion,Follower,allowed,196
2026-05-14,Champion,Follower,required,94
2026-05-14,Champion,Leader,allowed,190
2026-05-14,Champion,Leader,required,90
2026-05-14,Intermediate,Follower,allowed,3295
2026-05-14,Intermediate,Follower,required,2459
2026-05-14,Intermediate,Leader,allowed,2525
2026-05-14,Intermediate,Leader,required,1948
2026-05-14,Newcomer,Follower,required,1439
2026-05-14,Novice,Follower,allowed,10210
2026-05-14,Novice,Follower,required,9890
2026-05-14,Novice,Leader,allowed,6518
2026-05-14,Novice,Leader,required,7332
2026-05-22,Advanced,Follower,allowed,1667
2026-05-22,Advanced,Follower,required,1441
2026-05-22,Advanced,Leader,allowed,1435
2026-05-22,Advanced,Leader,required,1253
2026-05-22,All-Star,Follower,allowed,521
2026-05-22,All-Star,Follower,required,561
2026-05-22,All-Star,Leader,allowed,487
2026-05-22,All-Star,Leader,required,529
2026-05-22,Champion,Follower,allowed,196
2026-05-22,Champion,Follower,required,95
2026-05-22,Champion,Leader,allowed,190
2026-05-22,Champion,Leader,required,90
2026-05-22,Intermediate,Follower,allowed,3297
2026-05-22,Intermediate,Follower,required,2466
2026-05-22,Intermediate,Leader,allowed,2532
2026-05-22,Intermediate,Leader,required,1959
2026-05-22,Newcomer,Follower,required,1438
2026-05-22,Novice,Follower,allowed,10216
2026-05-22,Novice,Follower,required,9896
2026-05-22,Novice,Leader,allowed,6529
2026-05-22,Novice,Leader,required,7342
2026-05-27,Advanced,Follower,allowed,1669
2026-05-27,Advanced,Follower,required,1440
2026-05-27,Advanced,Leader,allowed,1435
2026-05-27,Advanced,Leader,required,1255
2026-05-27,All-Star,Follower,allowed,521
2026-05-27,All-Star,Follower,required,563
2026-05-27,All-Star,Leader,allowed,487
2026-05-27,All-Star,Leader,required,529
2026-05-27,Champion,Follower,allowed,196
2026-05-27,Champion,Follower,required,95
2026-05-27,Champion,Leader,allowed,190
2026-05-27,Champion,Leader,required,90
2026-05-27,Intermediate,Follower,allowed,3304
2026-05-27,Intermediate,Follower,required,2467
2026-05-27,Intermediate,Leader,allowed,2538
2026-05-27,Intermediate,Leader,required,1963
2026-05-27,Newcomer,Follower,required,1438
2026-05-27,Novice,Follower,allowed,10224
2026-05-27,Novice,Follower,required,9911
2026-05-27,Novice,Leader,allowed,6534
2026-05-27,Novice,Leader,required,7347
2026-06-03,Advanced,Follower,allowed,1669
2026-06-03,Advanced,Follower,required,1443
2026-06-03,Advanced,Leader,allowed,1437
2026-06-03,Advanced,Leader,required,1255
2026-06-03,All-Star,Follower,allowed,522
2026-06-03,All-Star,Follower,required,563
2026-06-03,All-Star,Leader,allowed,487
2026-06-03,All-Star,Leader,required,529
2026-06-03,Champion,Follower,allowed,196
2026-06-03,Champion,Follower,required,95
2026-06-03,Champion,Leader,allowed,190
2026-06-03,Champion,Leader,required,90
2026-06-03,Intermediate,Follower,allowed,3306
2026-06-03,Intermediate,Follower,required,2466
2026-06-03,Intermediate,Leader,allowed,2538
2026-06-03,Intermediate,Leader,required,1965
2026-06-03,Newcomer,Follower,required,1437
2026-06-03,Novice,Follower,allowed,10238
2026-06-03,Novice,Follower,required,9927
2026-06-03,Novice,Leader,allowed,6541
2026-06-03,Novice,Leader,required,7354
2026-06-10,Advanced,Follower,allowed,1669
2026-06-10,Advanced,Follower,required,1443
2026-06-10,Advanced,Leader,allowed,1437
2026-06-10,Advanced,Leader,required,1255
2026-06-10,All-Star,Follower,allowed,523
2026-06-10,All-Star,Follower,required,562
2026-06-10,All-Star,Leader,allowed,488
2026-06-10,All-Star,Leader,required,529
2026-06-10,Champion,Follower,allowed,197
2026-06-10,Champion,Follower,required,96
2026-06-10,Champion,Leader,allowed,190
2026-06-10,Champion,Leader,required,90
2026-06-10,Intermediate,Follower,allowed,3312
2026-06-10,Intermediate,Follower,required,2470
2026-06-10,Intermediate,Leader,allowed,2543
2026-06-10,Intermediate,Leader,required,1967
2026-06-10,Newcomer,Follower,required,1436
2026-06-10,Novice,Follower,allowed,10237
2026-06-10,Novice,Follower,required,9931
2026-06-10,Novice,Leader,allowed,6540
2026-06-10,Novice,Leader,required,7357
2026-06-17,Advanced,Follower,allowed,1670
2026-06-17,Advanced,Follower,required,1444
2026-06-17,Advanced,Leader,allowed,1438
2026-06-17,Advanced,Leader,required,1256
2026-06-17,All-Star,Follower,allowed,523
2026-06-17,All-Star,Follower,required,562
2026-06-17,All-Star,Leader,allowed,488
2026-06-17,All-Star,Leader,required,528
2026-06-17,Champion,Follower,allowed,197
2026-06-17,Champion,Follower,required,96
2026-06-17,Champion,Leader,allowed,190
2026-06-17,Champion,Leader,required,91
2026-06-17,Intermediate,Follower,allowed,3314
2026-06-17,Intermediate,Follower,required,2471
2026-06-17,Intermediate,Leader,allowed,2545
2026-06-17,Intermediate,Leader,required,1968
2026-06-17,Newcomer,Follower,required,1436
2026-06-17,Novice,Follower,allowed,10244
2026-06-17,Novice,Follower,required,9939
2026-06-17,Novice,Leader,allowed,6547
2026-06-17,Novice,Leader,required,7365
2026-06-23,Advanced,Follower,allowed,1673
2026-06-23,Advanced,Follower,required,1445
2026-06-23,Advanced,Leader,allowed,1440
2026-06-23,Advanced,Leader,required,1259
2026-06-23,All-Star,Follower,allowed,523
2026-06-23,All-Star,Follower,required,563
2026-06-23,All-Star,Leader,allowed,488
2026-06-23,All-Star,Leader,required,528
2026-06-23,Champion,Follower,allowed,197
2026-06-23,Champion,Follower,required,96
2026-06-23,Champion,Leader,allowed,190
2026-06-23,Champion,Leader,required,91
2026-06-23,Intermediate,Follower,allowed,3318
2026-06-23,Intermediate,Follower,required,2475
2026-06-23,Intermediate,Leader,allowed,2548
2026-06-23,Intermediate,Leader,required,1967
2026-06-23,Newcomer,Follower,required,1436
2026-06-23,Novice,Follower,allowed,10264
2026-06-23,Novice,Follower,required,9960
2026-06-23,Novice,Leader,allowed,6553
2026-06-23,Novice,Leader,required,7374
